duration,onset,pitch
0.1653061224489796,8.255102040816327,78.0
0.17346938775510204,8.43673469387755,77.0
0.20408163265306123,8.640816326530611,78.0
0.10816326530612246,8.861224489795918,77.0
0.10408163265306122,8.989795918367347,75.0
0.10816326530612246,9.130612244897959,72.0
0.24285714285714285,9.295918367346939,75.0
0.2897959183673469,9.608163265306123,77.0
0.19156462585034015,10.665215419501134,78.0
0.21913832199546485,10.875646258503401,77.0
0.26412698412698415,11.170249433106576,78.0
0.17560090702947845,11.450340136054422,77.0
0.32072562358276646,11.744943310657597,78.0
0.16979591836734695,12.093242630385488,77.0
0.13351473922902493,12.287709750566894,77.0
0.1436734693877551,12.45170068027211,72.0
0.27573696145124715,12.621496598639455,75.0
0.18430839002267574,12.907392290249433,77.0
0.38458049886621315,14.13079365079365,78.0
0.11319727891156463,14.529886621315192,77.0
0.28444444444444444,14.696780045351474,75.0
0.08562358276643992,14.99718820861678,72.0
0.2815419501133787,15.116190476190477,77.0
0.14077097505668934,15.412244897959184,75.0
0.26267573696145124,15.563174603174604,72.0
0.08272108843537415,15.844716553287983,68.0
0.16979591836734695,16.013061224489796,71.0
0.1799546485260771,16.20172335600907,70.0
0.7775510204081633,16.414285714285715,72.0
0.24897959183673468,17.224489795918366,70.0
0.5346938775510204,17.508163265306123,67.0
0.1816326530612245,18.757142857142856,81.0
0.20204081632653062,18.957142857142856,80.0
0.1816326530612245,19.181632653061225,79.0
0.17755102040816326,19.40612244897959,78.0
0.07551020408163266,19.614285714285714,76.0
0.14285714285714285,19.706122448979592,74.0
0.15510204081632653,19.857142857142858,73.0
0.16938775510204082,20.044897959183672,71.0
0.18979591836734694,20.226530612244897,72.0
0.14081632653061224,20.448979591836736,70.0
0.20204081632653062,20.65918367346939,63.0
0.08775510204081632,20.9,65.0
0.044897959183673466,21.03265306122449,66.0
0.02857142857142857,21.077551020408162,67.0
0.3163265306122449,21.10612244897959,69.0
0.24081632653061225,21.455102040816328,65.0
0.061224489795918366,21.76734693877551,62.0
0.3693877551020408,21.885714285714286,72.0
0.21836734693877552,22.287755102040816,68.0
1.8510204081632653,22.548979591836734,67.0
0.1346938775510204,24.951020408163266,68.0
0.12857142857142856,25.10408163265306,70.0
0.3877551020408163,25.285714285714285,72.0
0.12653061224489795,25.691836734693876,70.0
0.1673469387755102,25.851020408163265,68.0
1.2596825396825397,26.041179138321997,67.0
0.11224489795918367,28.29591836734694,77.0
0.10816326530612246,28.43673469387755,75.0
0.11020408163265306,28.577551020408162,77.0
0.11224489795918367,28.708163265306123,75.0
0.12244897959183673,28.844897959183672,77.0
0.12653061224489795,28.983673469387757,75.0
0.09591836734693877,29.13061224489796,77.0
0.09795918367346938,29.253061224489795,75.0
0.5816326530612245,29.414285714285715,77.0
0.11632653061224489,30.477551020408164,72.0
0.22653061224489796,30.63469387755102,75.0
0.14285714285714285,30.897959183673468,77.0
2.3510204081632655,31.759092970521543,77.0
0.10594104308390023,34.15074829931973,75.0
0.10158730158730159,34.271201814058955,72.0
0.09723356009070294,34.38585034013605,75.0
0.11755102040816326,34.506303854875284,77.0
0.10816326530612246,35.553061224489795,80.0
0.16326530612244897,35.68571428571428,78.0
0.07142857142857142,36.36938775510204,70.0
0.2857142857142857,36.46938775510204,77.0
0.16122448979591836,36.83877551020408,75.0
0.22653061224489796,37.251020408163264,72.0
0.17551020408163265,37.487755102040815,71.0
0.22448979591836735,37.83265306122449,70.0
0.09795918367346938,38.08163265306123,67.0
0.07551020408163266,38.251020408163264,63.0
0.08571428571428572,38.36938775510204,60.0
0.0673469387755102,38.53061224489796,56.0
0.6632653061224489,38.683673469387756,65.0
0.030612244897959183,39.53265306122449,66.0
0.32040816326530613,39.57551020408163,67.0
0.2612244897959184,39.92671201814059,72.0
0.5775510204081633,40.210204081632654,74.0
0.23061224489795917,40.82244897959184,75.0
0.09387755102040816,41.1,70.0
0.1673469387755102,42.36326530612245,77.0
0.18775510204081633,42.55714285714286,80.0
0.12653061224489795,42.80816326530612,81.0
0.22653061224489796,42.977551020408164,82.0
0.1510204081632653,43.21632653061224,81.0
0.22244897959183674,43.43877551020408,80.0
0.09183673469387756,43.67755102040816,82.0
0.04693877551020408,43.785714285714285,81.0
0.19183673469387755,43.85510204081633,79.0
0.07959183673469387,44.093877551020405,75.0
0.0673469387755102,44.18775510204082,72.0
0.07755102040816327,44.27755102040816,74.0
0.11632653061224489,44.3734693877551,72.0
0.22857142857142856,44.69795918367347,76.0
0.15714285714285714,44.94285714285714,72.0
0.2163265306122449,45.128571428571426,69.0
0.040634920634920635,45.4,66.0
0.040634920634920635,45.46938775510204,63.0
0.0653061224489796,45.55102040816327,68.0
0.05514739229024943,45.65478458049887,71.0
